837,852
602,203
1190,296
346,57
1203,53
1143,754
110,68
890,389
13,270
781,339
991,82
1017,585
813,44
269,277
393,466
383,427
975,469
1007,383
955,375
467,301
1148,806
490,418
1091,78
505,120
1287,705
331,225
848,196
346,407
641,774
356,798
27,211
785,627
343,792
599,660
1109,577
664,546
125,129
102,238
519,631
504,49
344,420
164,802
676,649
372,191
525,403
549,739
1203,368
1257,659
589,253
813,119
271,256
842,5
229,204
579,476
264,831
987,549
547,501
22,497
785,851
1001,32
574,299
1053,329
760,82
885,569
728,299
171,189
892,329
939,614
566,42
385,277
1039,256
355,519
1091,501
7,245
879,103
932,632
242,114
639,568
562,673
763,448
1019,267
537,500
1033,658
141,311
1273,36
8,546
1163,36
1193,836
124,767
381,683
431,103
1186,637
823,337
647,355
1303,245
167,1
291,582
1227,304
636,799
1201,396
490,810
828,322
254,819
1037,737
633,861
467,831
129,267
721,701
1057,89
565,390
89,614
738,567
858,575
68,866
1125,637
1143,893
1151,324
1197,675
729,502
418,565
617,484
75,194
1129,852
900,119
1014,567
436,122
1171,749
1156,147
1019,806
55,277
299,459
1223,252
714,28
415,869
820,540
1302,348
868,331
514,649
843,491
579,253
6,33
843,281
80,694
487,754
1062,108
964,57
1197,824
261,120
1026,525
763,9
223,551
420,389
1049,54
987,793
396,642
704,555
1125,201
843,831
1014,193
433,207
1056,187
244,810
873,11
1054,45
651,109
1169,481
1109,17
1208,154
393,120
219,816
315,560
1283,211
67,351
875,78
1183,885
952,74
581,805
726,290
410,819
460,701
1059,855
641,102
959,189
765,95
1146,707
365,129
1093,771
107,672
1066,103
909,54
214,163
1171,613
223,835
634,245
714,476
693,484
912,45
328,411
13,624
982,483
310,868
875,841
618,163
646,348
70,221
311,466
818,536
187,319
1201,347
711,763
453,877
45,758
1154,68
763,226
1096,549
507,484
94,140
403,476
1160,581
574,694
365,186
289,129
770,448
914,642
1166,431
1198,18
338,367
714,866
813,718
748,221
676,21
256,45
601,235
425,164
840,798
1134,385
1303,26
472,127
639,774
716,526
930,82
795,145
219,91
1198,94
726,738
800,711
711,234
32,768
540,448
214,184
253,854
311,428
495,1
1084,388
674,799
237,189
43,410
641,494
1243,543
201,115
1181,627
611,619
256,449
1096,688
976,481
331,101
729,306
545,498
694,351
811,114
561,565
65,232
686,690
445,861
967,550
164,84
89,602
182,767
1076,617
415,421
113,614
691,358
1059,476
639,858
372,703
619,806
269,603
902,791
676,425
979,793
309,144
562,561
721,698
1266,367
1203,526
305,294
164,757
1295,36
1178,457
1170,649
472,15
939,36
959,511
358,820
718,159
1039,579
22,49
541,518
172,217
239,252
1034,507
971,784
1056,299
836,588
21,871
872,28
1033,600
17,526
530,189
60,78
273,737
1307,505
1297,102
1019,582
1310,185
766,427
1006,621
577,281
1267,410
979,225
572,567
826,826
542,793
403,418
253,812
268,812
1223,865
909,406
945,129
875,526
714,812
140,245
271,315
572,119
677,871
987,221
656,857
482,665
387,656
1275,88
109,347
700,238
125,555
157,176
875,53
387,238
483,562
1297,400
117,800
361,86
181,368
73,406
632,206
393,568
180,451
485,268
437,323
57,110
1265,136
530,637
311,596
811,780
221,560
554,282
909,530
1171,281
438,28
261,840
677,182
150,810
909,651
1038,772
16,219
284,525
1007,63
634,649
319,362
565,292
440,184
1005,525
1064,747
335,691
828,229
659,785
398,45
952,372
917,120
1139,705
440,94
82,327
144,183
584,290
1230,136
589,641
739,590
246,147
828,665
1294,250
43,843
276,387
1267,51
1273,410
781,555
677,861
870,294
253,840
693,17
331,345
768,262
70,177
67,543
97,690
16,250
525,851
252,180
1002,463
13,326
277,294
103,768
589,876
1288,245
827,637
253,581
525,715
725,504
467,145
1256,346
164,309
917,326
244,119
900,551
647,474
537,782
1094,203
22,245
937,403
219,803
1146,309
841,201
144,887
1006,721
1123,319
11,224
425,690
962,628
170,696

fold along x=655
fold along y=447
fold along x=327
fold along y=223
fold along x=163
fold along y=111
fold along x=81
fold along y=55
fold along x=40
fold along y=27
fold along y=13
fold along y=6
